"Brand","Price","Image","Screen","CPU","RAM","VGA","OS","Weight","Link"
"Inspiron",14690000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/22/636625859222021285_N3576.png",15.6,"Intel Core i5 8250U",4,"Intel(R) UHD Graphics 620 Shared ","Windows 10 Home SL 64",2.3,"https://fptshop.com.vn//may-tinh-xach-tay/inspiron-n3576f-core-i5-8250u"
"Dell",12290000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/22/636625859222021285_N3576.png",15.6,"Intel Core i3 8130U",4,"Intel(R) UHD Graphics 620 Shared ","Windows 10 Home SL 64",2.3,"https://fptshop.com.vn//may-tinh-xach-tay/dell-n3576-i3-8130u"
"Dell",11590000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/22/636625859222021285_N3576.png",15.6,"Intel Core i3 7020U",4,"AMD Radeon 520 2 GB","Ubuntu",2.3,"https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-n3576-core-i3-7020u"
"Dell",11590000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/22/636625937978240094_N3576.png",15.6,"Intel Core i3 7020U",4,"AMD Radeon 520 2 GB","Ubuntu",2.3,"https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-n3576"
"Dell",25490000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/27/636736375489794606_Dell N3579.png",15.6,"Intel  Core™ i7 8750H",8,"NVIDIA GeForce GTX 1050Ti 4 GB GDDR5","Ubuntu Linux 16.04",2.35,"https://fptshop.com.vn//may-tinh-xach-tay/dell-n3579"
"Dell",30290000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/14/636725329941781937_Dell Inspiron T7373A.png",13.3,"Intel Core i7 8550U",8,"Intel UHD Graphics 620 Shared","Windows 10 SL",1.63,"https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-t7373a"
"Macbook",31990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/12/19/636808253336771661_Macbook-air-2018.png",13.3,"Intel Core i5 Dual - Core",8,"Intel UHD Graphics 617 Shared ","Mac OS",1250,"https://fptshop.com.vn//may-tinh-xach-tay/macbook-air-13-128gb-2018"
"Macbook",36990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/12/19/636808253336771661_Macbook-air-2018.png",13.3,"Intel Core i5 Dual - Core",8,"Intel UHD Graphics 617 Shared ","Mac OS",1250,"https://fptshop.com.vn//may-tinh-xach-tay/macbook-air-13-256gb-2018"
"Macbook",33990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/14/636778053053351674_Apple-macbook-12-2018.png",12,"Intel Core M3 Dual - Core",8,"Intel HD Graphics 615","Mac Os",0.92,"https://fptshop.com.vn//may-tinh-xach-tay/macbook-12-256gb"
"Macbook",33990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/16/636700374319479202_macpro13.png",13.3,"Intel Core i5 Dual - Core",8,"Intel Iris Plus Graphics 640","Mac Os",1.37,"https://fptshop.com.vn//may-tinh-xach-tay/macbook-pro-13-inch-128gb-2017"
"Macbook",38990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/16/636700374319479202_macpro13.png",13.3,"Intel Core i5 Dual - Core",8,"Intel Iris Plus Graphics 640","Mac Os",1.37,"https://fptshop.com.vn//may-tinh-xach-tay/macbook-pro-13-inch-256gb-2017"
"Macbook",44990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/16/636700354271169202_touchbar13-1o.png",13.3,"Intel Core i5 Quad-Core",8,"Intel Iris Plus Graphics 655 System Shared","macOS High Sierra",1370,"https://fptshop.com.vn//may-tinh-xach-tay/macbook-pro-13-touch-bar-256gb-2018"
"Macbook",49990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/16/636700354271169202_touchbar13-1o.png",13.3,"Intel Core i5 Quad-Core",8,"Intel Iris Plus Graphics 655 System Shared","macOS High Sierra",1370,"https://fptshop.com.vn//may-tinh-xach-tay/macbook-pro-13-touch-bar-512gb-2018"
"Macbook",57490000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/16/636700354271279202_touchbar15-1o.png",15.4,"Intel Core i7 6-core",16,"Radeon Pro 555X 4GB of GDDR5 ","macOS High Sierra",1830,"https://fptshop.com.vn//may-tinh-xach-tay/macbook-pro-15-touch-bar-256gb-2018"
"Macbook",69990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/16/636700354271279202_touchbar15-1o.png",15.4,"Intel Core i7 6-core",16,"Radeon Pro 560X 4GB of GDDR5 ","macOS High Sierra",1830,"https://fptshop.com.vn//may-tinh-xach-tay/macbook-pro-15-touch-bar-512gb-2018"
"Asus",7790000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Pentium N5000",4,"Intel UHD Graphics Shared ","Windows 10 Home SL 64",1.73,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ma-br316t-pentium-n5000"
"Asus",22490000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/12/18/636807445919258030_Asus-Zenbook-UX333FA-A4046T.png",13.3,"Intel Core i5 8265U",8,"Intel UHD Graphics 620 Shared ","Windows 10 Home SL 64",1.19,"https://fptshop.com.vn//may-tinh-xach-tay/asus-zenbook-ux333fa-a4046t-core-i5-8265u"
"Asus",22390000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/1/4/636822124020970771_Asus TUF FX505GD-BQ324T.png",15.6,"Intel Core i5 8300H",8,"GTX 1050 4 GB","Windows 10 Home",2.2,"https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-fx505gd-bq324t-core-i5-8300h"
"Asus",15990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/28/636710689183153217_Asus-F560UD.png",15.6,"AMD Quad Core R5 R5-2500U",4,"GeForce GTX 1050 4 GB","Windows 10 Home SL 64",1.96,"https://fptshop.com.vn//may-tinh-xach-tay/asus-f570zd-e4297t-r5-2500"
"Asus",9990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/15/636778725653892825_Asus-Vivobook-X407UA.png",14,"Intel Core i3 7020U",4,"Intel® HD graphics Shared ","Windows 10 Home",1.5,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x407ua-bv537t-core-i3-7020u"
"Asus",14390000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716692813199993_Asus-S13-14.png",14,"Intel Core i3 8145U",4,"Intel UHD Graphics 620 Shared ","Windows 10 Home SL 64",1.4,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s430fa-eb033t-core-i3-8145u"
"Asus",22990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/3/6/636874650443173316_asus-zenbook-ux333fa-a4181t-daidien.png",13.3,"Intel Core i5 Không",8,"Intel UHD Graphics 620 Shared ","Windows 10 Home SL 64",1.19,"https://fptshop.com.vn//may-tinh-xach-tay/asus-zenbook-ux333fa-a4181t-core-i5-8265u"
"Asus",13290000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Core i5 Không",4,"Intel UHD Graphics  Shared ","Windows 10 Home SL 64",1.68,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ua-br426t-core-i5-8250u"
"Asus",13890000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/3/16/636883246518568380_asus-vivobook-s14-s430fa-eb069t-dd.png",14,"Intel Core i3 8145U",4,"Intel UHD Graphics 620 Shared ","Windows 10 Home",1.4,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s430fa-eb069t-core-i3-8145u"
"Asus",13390000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/28/636789998486762152_Asus-Vivobook-X407UA-BV489T.png",14,"Intel Core i5 8250U",4,"Intel UHD Graphics 620 Shared ","Windows 10 Home",1.52,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x407ua-bv489t-core-i5-8250u"
"Asus",16990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/28/636710689183153217_Asus-F560UD.png",15.6,"Intel Core i5 8250U",8,"Geforce GTX 1050 2 GB","Windows 10 Home SL 64",1.97,"https://fptshop.com.vn//may-tinh-xach-tay/asus-f560ud-bq327t-core-i5-8250u"
"Asus",26190000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/12/4/636795360491080000_ASUS-TUF-Gaming-FX505.png",15.6,"Intel Core i7 8750H",8,"NVIDIA GeForce GTX 1050 Ti 4 GB","Windows 10 Home SL 64",2.2,"https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-fx505ge-bq308t-g-core-i7-8750h"
"Asus",17090000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Core i7 8550U",4,"NVIDIA GeForce MX130 ","Windows 10 Home SL 64",1.68,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507uf-ej257t-core-i7-8550u"
"Masstel",5690000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/2/22/636549179165928759_Masstel-L133.png",13.3,"Intel Celeron N3350 Celeron N3350",3,"Intel (R) HD Graphics 500 Share","Windows 10  dùng thử",1.2,"https://fptshop.com.vn//may-tinh-xach-tay/masstel-l133-celeron-n3350-128gb"
"Masstel",6990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/16/636567900808432072_Masstel-L133-gold.png",13.3,"Intel Celeron N4100",4,"Intel (R) UHD Graphics 600 Shared ","Windows 10",1.2,"https://fptshop.com.vn//may-tinh-xach-tay/masstel-l133-pro-celeron-n41004gb-64GB-128gb-ssd"
"Masstel",4990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/2/22/636549179165928759_Masstel-L133.png",13.3,"Intel Celeron  N3350",3,"Intel (R) HD Graphics Share","Windows 10 (dùng thử)",1.2,"https://fptshop.com.vn//may-tinh-xach-tay/Masstel-L133"
"Masstel",5290000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/2/22/636549179165928759_Masstel-L133.png",13.3,"Intel Celeron N3350 Celeron N3350",3,"Intel (R) HD Graphics 500 Share","Windows 10 bản quyền",1.2,"https://fptshop.com.vn//may-tinh-xach-tay/masstel-l133celeron-n3350ram-3gb32gbwin10-bac"
"Asus",12990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/11/14/636462723264755496_Asus-TP410UA.png",14,"Intel Core i3 7100U",4,"Intel® HD graphics 620 Shared","Windows 10",1.6,"https://fptshop.com.vn//may-tinh-xach-tay/Asus-Vivobook-Flip-TP410UA-EC227T"
"Asus",13890000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/10/11/636748444439393703_Flip-TP412UA-EC173T.png",14,"Intel Core i3 7020U",4,"Intel® HD graphics 620 Shared","Windows 10 64bit ",1.5,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-flip-tp412ua-ec173t-core-i3-7020u"
"Asus",10990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/13/636724302725194523_A510UA.png",15.6,"Intel Core i3 8130U",4,"Intel UHD Graphics 620 Share","Windows 10 (64bit)",1.7,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-a510ua-ej1123t-core-i3-8130u"
"Asus",11990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/14/636618927103476689_Asus-Vivobook-A510UF-EJ182T.png",15.6,"Intel Core i3 8130U",4,"NVIDIA GeForce MX130 GDDR5 2GB","Windows 10 64Bit",1.7,"https://fptshop.com.vn//may-tinh-xach-tay/Asus-Vivobook-A510UF-BR485T"
"Asus",6690000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Celeron N4000",4,"Intel® UHD Graphics 600  Shared","Windows 10 (64bit)",1.75,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ma-br208t-celeron-n4000"
"Asus",5290000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/17/636621462203915542_Asus-Vivobook-E406SA-white.png",14,"Intel Celeron N3060",2,"Intel HD Graphics 500 Shared","Windows 10",1.22,"https://fptshop.com.vn//may-tinh-xach-tay/Asus-Vivobook-E406SA-BV043T"
"Asus",5290000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/14/636619145416321744_E406.png",14,"Intel Celeron N3060",2,"Intel HD Graphics 500 Shared","Windows 10",1.22,"https://fptshop.com.vn//may-tinh-xach-tay/Asus-Vivobook-E406SA-BV001T"
"Asus",9290000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/1/29/636528302863568598_Asus-X541UA-XX272T.png",15.6,"Intel Core i3 7100U",4,"Đồ họa HD Intel® 620  Shared","Windows 10 Home Single Language 64 bit",2,"https://fptshop.com.vn//may-tinh-xach-tay/asus-x541ua-go1372t-core-i3-7100u"
"Asus",12490000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/10/26/636446124445950926_Asus-Vivobook-S15-S510UA-BQ111T.png",15.6,"Intel Core i3 8130U",4,"Intel® UHD graphics 620 Shared","Windows 10 precision touchpad",1.7,"https://fptshop.com.vn//may-tinh-xach-tay/Asus-Vivobook-S510UA-BQ222TCore-i3-8130U"
"Asus",22490000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/12/11/636801318182548756_Asus-Zenbook-UX333FA.png",13.3,"Intel Core i5 8265",8,"Intel UHD Graphics Shared ","Windows 10 Home SL 64",1.19,"https://fptshop.com.vn//may-tinh-xach-tay/asus-zenbook-ux333fa-a4011t-core-i5-8265u"
"Asus",29990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/12/636670020536433317_Asus-ROG-GL503GE.png",15.6,"INTEL Core i7 8750H",8,"NVIDIA GeForce GTX 1050Ti 4 GB","Windows 10 Home SL",2.5,"https://fptshop.com.vn//may-tinh-xach-tay/asus-rog-gl503ge-en021t-i7-8750h"
"Asus",9790000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Core i3 6006",4,"Intel® HD graphics 520 share","Windows 10 64Bit",1.68,"https://fptshop.com.vn//may-tinh-xach-tay/Asus-X507UA-BR167TCore-I3-6006U"
"Asus",64990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/7/636612835322671436_GM501GS-EI004T.png",15.6,"Intel Core i7 8750H",16,"NVIDIA Geforce GTX 1070 8 GB DDR5","Windows 10 64Bit",2.2,"https://fptshop.com.vn//may-tinh-xach-tay/Asus-Zephyrus-M-GM501GS-EI004Ti7-8750H"
"Asus",10590000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Core i3 7020U",4,"Intel® HD graphics 2 GB","Windows 10 Home",1.68,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ua-ej234t-core-i3-7020u"
"Asus",17190000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Core i7 8550U",4,"NVIDIA GeForce MX130 2 GB_GDDR5","Windows 10 Home Single Language 64 bit",1.68,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507uf-ej074t-i7-8550U"
"Asus",6790000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Celeron N4000",4,"Intel UHD Graphics Shared ","Windows 10 Home SL 64",1.73,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ma-br317t-celeron-n4000"
"Asus",11990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Core i3 8130U",4,"NVIDIA GeForce MX130 2 GB","Windows 10 Home",1.68,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507uf-br204t-core-i3-8130u"
"Asus",14590000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Core i5 8250U",4,"NVIDIA GeForce MX130 2 GB","Windows 10 Home",1.68,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507uf-ej121t-i5-8250u"
"Asus",19990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/4/17/636595538963218134_ASUS-TUF-FX504.png",15.6,"Intel Core i5 8300H",8,"NVIDIA Geforce GTX 1050 4 GB","Windows 10 64Bit",2.2,"https://fptshop.com.vn//may-tinh-xach-tay/Asus-TUF-FX504GD-E4571Ti5-8300H"
"Asus",26990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/4/17/636595538963218134_ASUS-TUF-FX504.png",15.6,"Intel Core i7 i7-8750H",8,"NVIDIA GeForce GTX1050Ti 4 GB DDR5","Windows 10 Home Single Language 64 bit",2.27,"https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-fx504ge-en047ti7-8750"
"Asus",10890000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Core i3 7020U",4,"Intel® HD graphics 520 Shared ","Windows 10 Home SL 64",1.8,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ua-ej736t-core-i3-7020u"
"Asus",10690000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/15/636778725653892825_Asus-Vivobook-X407UA.png",14,"Intel Core i3 7020U",4,"Intel HD Graphics Shared ","Windows 10 Home",1.55,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x407ua-bv488t"
"Asus",7690000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Pentium N5000",4,"Intel UHD Graphics 605 Shared","Windows 10 64bit",1.75,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ma-br211t-pentium-n5000"
"Asus",16390000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716692813199993_Asus-S13-14.png",14,"Intel Core i5 8250U",4,"Intel UHD Graphics 620 Shared","Windows 10 (64bit)",1.4,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s430ua-eb099t-core-i5-8250u"
"Asus",13390000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716713669065969_Asus-S15.png",15.6,"Intel Core i3 8130U",4,"Intel UHD Graphics 620 Shared","Windows 10 (64bit)",1.79,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s530ua-bq072t-core-i3-8130u"
"Asus",16690000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716713669065969_Asus-S15.png",15.6,"Intel Core i5 8250U",4,"Intel UHD Graphics 620 Shared","Windows 10 Home Single Language 64 bit",1.79,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s530ua-bq100t-core-i5-8250u"
"Asus",18090000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716713669065969_Asus-S15.png",15.6,"Intel Core i5 8250U",4,"NVIDIA GeForce MX150 2 GB_GDDR5","Windows 10 Home Single Language 64 bit",1.79,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s530un-bq026t-core-i5-8250u"
"Asus",20290000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/21/636784190476009358_Asus-flip-ux461.png",14,"Intel Core i5 8250U",4,"Intel® UHD Graphics 620 Shared ","Windows 10 Home SL 64",1.49,"https://fptshop.com.vn//may-tinh-xach-tay/asus-zenbook-flip-ux461ua-e1147t"
"Asus",21790000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/22/636705290513957859_Zenbook-UX331UN.png",13.3,"Intel Core™ i5 8250U ",8,"NVIDIA GEFORCE MX150  2 GB","Windows 10 (64bit)",1.12,"https://fptshop.com.vn//may-tinh-xach-tay/asus-zenbook-ux331un-eg129ts-i5-8250u"
"Asus",12690000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/10/10/636747694110959294_Asus-X542UA.png",15.6,"Intel Core i5 8250U",4,"Intel UHD Graphics 620 Shared","Windows 10",2.3,"https://fptshop.com.vn//may-tinh-xach-tay/asus-x542ua-go1136t-core-i5-8250u"
"MSI",21990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/24/636680365175681802_MSI-GF63-8RD-1.png",15.6,"Intel Core i5 8300H",8,"NVIDIA GeForce GTX 1050 4 GB GDDR5","Windows 10",1.86,"https://fptshop.com.vn//may-tinh-xach-tay/msi-gf63-8rc-230vn-i5-8300h"
"MSI",25490000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/24/636680365175681802_MSI-GF63-8RD-1.png",15.6,"Intel Core i7 8750H",8,"NVIDIA GeForce GTX 1050Ti 4 GB","Windows 10 Home ",1.86,"https://fptshop.com.vn//may-tinh-xach-tay/msi-gf63-8rd-218vn-i7-8750h"
"MSI",20990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716674080294712_MSI-PS42-8M.png",14,"Intel Core i5 8250U",8,"UMA Share","Windows10 Home ",1.18,"https://fptshop.com.vn//may-tinh-xach-tay/msi-ps42-8m-296vn-i5-8250u"
"MSI",25890000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/15/636778748543356333_MSI-GF63-8RD-447VN.png",15.6,"Intel Core i7 8750H",8,"GeForce® GTX 1050 Ti 4 GB","Windows 10 Home",1.86,"https://fptshop.com.vn//may-tinh-xach-tay/msi-gf63-8rd-447vn-i7-8750h"
"MSI",22390000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/24/636680365175681802_MSI-GF63-8RD-1.png",15.6,"Intel Core i5 8300H",8,"NVIDIA GeForce® GTX 1050 4 GB","Windows 10 Home SL 64",1.86,"https://fptshop.com.vn//may-tinh-xach-tay/msi-gf63-8rc-452vn-core-i5-8300h"
"Dell",14990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/26/636788223886436546_Dell-V5568-Silver.png",15.6,"Intel Core i5 7200U",4,"Intel HD 620 Graphics Shared ","Ubuntu",2,"https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-v5568-core-i5-7200u"
"Dell",11190000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/22/636625867372758513_Dell-N3567.png",15.6," Intel Core i3 6006U",4,"AMD R5 430 DDR3 2 GB"," Free DOS",2.3,"https://fptshop.com.vn//may-tinh-xach-tay/dell-n3567"
